schooldistance,address,schoolrating
2.9,10216 Laredo Dr,8
1.0,9417 Sawyer Fay Ln,5
0.4,9402 Privet Dr,6
0.6,914 Kavanagh Dr,6
0.5,11701 Manchaca Rd,7
0.8,2121 Ocallahan Dr,7
1.6,11004 Mint Julep Dr,7
0.5,11701 Manchaca Rd,7
0.5,11701 Manchaca Rd,7
0.5,11701 Manchaca Rd,7
0.1,2720 Arroyo Blanco Cv,10
0.2,9008 Jesse James Dr,6
0.5,8519 Davis Oaks Trl,6
2.0,11401 Blairview Ln,8
3.0,10513 Garbacz Dr,8
0.3,11919 Manchaca Rd TRLR 2,7
0.4,9402 Privet Dr,6
0.6,9106 Palace Pkwy,6
0.6,9106 Palace Pkwy,6
0.6,9106 Palace Pkwy,6
2.9,11601 Koolie Ln,8
0.4,9402 Privet Dr,6
0.4,9402 Privet Dr,6
0.5,2606 Georgia Coleman Bnd,10
0.5,11701 Manchaca Rd,7
2.9,11607 Koolie Ln,8
1.0,9405 Sawyer Fay Ln,5
0.8,2204 Christoff Loop,7
0.6,1149 Tetbury Ln,6
0.9,11137 Lost Maples Trl,7
0.3,921 Cottage Bank Trl # 35,9
0.3,3101 Davis Ln APT 5903,9
2.4,10705 Dinah Dr,8
0.2,9001 Bill Hickcock Pass,6
0.2,2600 Birchleaf Trl,10
0.7,2204 Turtle Mountain Bnd,10
0.2,2939 Cohoba Dr,9
0.7,2300 Williston Loop,10
1.1,13216 Alans Way,7
1.1,8012 Huddleston Ln,6
1.5,11004 Sea Hero Ln,7
0.9,2109 Monarch Dr,9
2.7,10317 Old Manchaca Rd,8
0.8,800 Totis Rd,5
0.7,9201 Brodie Ln UNIT 2602,9
0.7,9201 Brodie Ln UNIT 1202,9
1.5,516 Paul Jones Pass,7
0.5,10033 Aly May Dr,6
1.8,3408 Graybuck Rd,10
1.1,9617 Sawyer Fay Ln,5
0.5,1704 Strobel Ln,7
0.7,2305 Williston Loop,10
0.9,909 Sweetwater River Dr,6
1.1,9521 Hunter Ln,5
0.7,2302 Lancaster Dr,9
1.2,9704 Alex Ln,5
2.3,10309 Beard Ave,8
2.4,2024 Boyds Way,8
0.6,9106 Palace Pkwy,6
2.9,11607 Koolie Ln,8
1.7,313 Anacua Loop,7
0.6,9106 Palace Pkwy,6
1.3,10609 Camillia Blossom Ln,10
0.4,9328 Alex Ln,7
0.2,8941 Parker Ranch Cir # B,9
1.8,108 Rose Mallow Way,7
0.4,9402 Privet Dr,6
2.3,10609 Portico Ln,8
0.4,2400 Vintage Stave Rd,10
2.3,10609 Portico Ln,8
0.7,2420 Turtle Mountain Bnd,10
0.5,9502 Tanager Way,6
0.6,9106 Palace Pkwy,6
0.6,9706 Tall Tree Ln,6
0.2,8941 Parker Ranch Cir # B,9
2.9,8940 Parker Ranch Cir # A,8
0.5,8610 Cullen Ln,5
0.5,10100 Aly May Dr,6
0.7,1908 Ralph Cox Rd,7
2.9,8937 Parker Ranch Cir # A,8
0.6,9106 Palace Pkwy,6
0.6,9106 Palace Pkwy,6
0.8,9500 Hunter Ln,7
2.3,10609 Portico Ln,8
0.4,9402 Privet Dr,6
0.4,12300 Canera Ct # 78,10
1.1,9521 Hunter Ln,5
0.8,9500 Hunter Ln,7
0.4,9402 Privet Dr,6
0.4,9341 Alex Ln,7
2.2,3011 W Slaughter Ln,8
0.4,2509 Bear Springs Trl,10
2.3,2304 Cappra Ter,8
0.2,8941 Parker Ranch Cir # B,9
0.3,3003 Sunland Dr,10
0.1,9517 Alex Ln,7
0.6,1717 Suter St,7
0.6,9706 Tall Tree Ln,6
0.7,2200 Williston Loop,10
2.9,11607 Koolie Ln,8
0.7,2200 Williston Loop,10
0.7,2212 Williston Loop,10
0.7,2309 Williston Loop,10
1.7,10305 English Oak Dr,5
3.0,1508 Rockland Dr # 244,8
1.7,10904 Desert Willow Loop,7
1.0,848 Latteridge Dr,6
1.1,9521 Hunter Ln,5
2.0,2548 Lavendale Ct,8
1.1,13205 Alans Way,7
0.6,9708 Tall Tree Ln,6
0.4,9402 Privet Dr,6
1.0,9417 Sawyer Fay Ln,5
0.6,11602 Mary Hargrove Ln,7
1.1,9912 Milla Cir # 31,5
1.0,11123 Canterbury Tales Ln,7
0.3,Strickland Dr,6
0.3,3101 Davis Ln APT 5903,9
0.1,601 Mairo St,5
0.5,11721 Alexs Ln,7
0.6,12200 Eruzione Dr,7
0.9,11208 Lost Maples Trl,7
0.1,1609 Bluewood Ln,6
2.9,11601 Koolie Ln,8
0.6,1817 Ocallahan Dr,7
2.1,2221 Desco Dr,8
1.1,13216 Alans Way,7
2.9,10218 Laredo Dr # 100,8
1.6,620 Kingfisher Creek Dr,6
0.5,9502 Tanager Way,6
0.7,10136 Wading Pool Path,6
0.5,9506 Tanager Way,6
0.7,9301 Tanager Way,9
0.4,1406 Spring Garden Rd,10
0.5,1320 Tillerfield,6
0.8,1102 Sprague Ln,10
1.8,5 Inwood Cv,10
2.5,520 Beardsley Ln,10
1.4,6206 Olympic Overlook,10
4.4,1804 Rockcliff Rd,10
1.2,1707 Spyglass Dr APT 39,10
1.3,2201 Cypress Pt E,10
3.8,3807 Toro Canyon Rd UNIT 1,10
3.2,5930 Bold Ruler Way,10
0.5,3 Laurel Valley Cv,10
2.2,1420 Mount Larson Rd,10
1.6,6413 Five Acre Wood St,10
2.4,2728 Trail Of Madrones,10
0.4,1609 Sylvan Glade,8
2.4,1937 Rue De St Tropez APT 16,10
0.7,7207 Barnsdale Way,5
0.4,3315 Blumie St,9
1.4,6810 Deatonhill Dr APT 101,5
0.6,7405 Cooper Ln,5
1.9,2701 Inridge Dr,5
0.6,213 Bridgeford Dr,5
0.6,213 Bridgeford Dr,5
0.6,213 Bridgeford Dr,5
0.6,213 Bridgeford Dr,5
0.4,1105 Spearson Ln,5
0.7,404 Gate Tree Ln,5
0.5,4707 Clawson Rd,8
1.1,2004 Brookhill Dr,5
0.1,2309 Berkeley Ave,4
0.6,3205 Darnell Dr,9
0.5,6911 Whispering Oaks Dr,4
0.6,213 Bridgeford Dr,5
0.1,4503 S 2nd St,8
0.3,109 Starbright Dr,7
0.2,2236 Independence Dr,4
0.3,7403 Wallach St,5
0.4,6401 Woodhue Dr,5
4.0,4800 Flicker Cv,5
1.5,8105 Annalise Dr,4
3.6,5004 Lambs Ln,5
2.6,7807 Ardmore Cir # 182,5
2.9,4641 Edge Creek Dr # 317,5
2.7,2236 Sunny Hills Dr # 4,5
2.7,2236 Sunny Hills Dr # 4,5
4.3,4509 W Village Ct,5
3.4,4902 Barkbridge Trl,5
1.5,5516 Gooding Dr,4
1.7,516 E Slaughter Ln,6
1.1,7212 Altidore Dr,6
2.0,9204 Grant Forest Dr,6
1.1,7000 Ondantra Bnd,6
1.9,2009 Melissa Oaks Ln,6
0.9,8129 Ladera Verde Dr,10
0.5,6218 Tasajillo Trl,10
11.8,7300 Purnima Cv,10
3.0,7105 Leppke Cv,5
0.6,11000 Tornasol Ln,10
11.7,7704 Mitra Dr,10
0.6,11312 Hollister Dr,10
0.6,10400 Hansa Dr,10
0.2,5708 Trelawney Ln,10
0.5,11404 Bastian Cv,10
0.6,12109 Cascade Caverns Trl,10
11.8,8536 Alophia Dr,10
0.4,12308 Emerald,10
0.8,11621 Via Grande Dr,10
0.2,11104 Christensen Cv,10
0.7,11133 Savin Hill Ln,10
0.6,11613 Hollister Dr,10
0.9,11128 Marden Ln,10
0.4,10901 Canfield Dr,10
1.0,11219 Tracton Ln,10
3.3,4411 Bucks Run,5
0.5,6915 Magenta Ln,10
3.3,4409 Bucks Run,5
1.1,3804 Carbondale Ave,6
1.4,12304 Red Mesa Holw,10
1.8,6900 Cardinal Bloom Loop,4
1.4,5229 Bonneville Bnd,4
11.5,7325 Jaborandi Dr,10
4.2,5505 Arbor Ash Ct,5
1.3,3504 Indian Point Dr,10
0.3,12409 Emerald Oaks Dr,10
0.7,6505 Goodall Ct,10
0.8,11124 Readvill Ln,10
0.6,6113 Rickerhill Ln,10
0.5,5917 Rickerhill Ln,10
0.7,6404 Tasajillo Trl,10
0.5,6717 Blissfield Dr,10
0.9,6115 Pebble Garden Ct,10
0.5,10832 Redmond Rd,10
1.3,12305 Red Mesa Holw,10
0.6,10609 Tollesboro Cv,10
11.6,7408 Mitra Dr,10
0.2,7340 Brecourt Manor Way,10
0.4,7516 Harlow Dr,10
0.6,10304 Dalea Vista Ct,10
0.7,S State Hwy # 45,10
1.0,6125 Mordred Ln,10
0.2,5800 Van Winkle Ln,10
0.2,11101 Christensen Cv,10
1.6,2001 Kenneth Ave,3
0.5,1008 Linden St,3
0.7,6424 Tasajillo Trl,10
3.3,1308 Tinnin Ford Rd # 12,7
0.4,2503 Candlewood Ct,3
0.2,1913 Carlson Dr,3
0.1,2001 Faro Dr APT 31,2
2.4,4500 E Oltorf St # A-101,4
0.9,1101 Upland Dr,5
0.8,1710 Woodland Ave,5
1.1,6511 E Ben White Blvd # RM1466A,6
1.1,6511 E Ben White Blvd # RM2856A,6
1.9,7002 E Riverside Dr,6
0.6,1209 Vargas Rd,3
2.5,1719 Whitney Way,4
1.1,2101 Montopolis Dr # 10,3
2.0,2450 Wickersham Ln APT 1002,6
0.2,2001 Carlson Dr # 75C,3
1.9,6809 E Riverside Dr,6
3.3,1308 Tinnin Ford Rd # 12,7
1.0,6209 Caddie St,3
1.0,5309 Jeff Davis Ave APT 2,7
1.0,2601 Great Oaks Pkwy,10
0.9,5404 Shoal Creek Blvd,10
0.5,6907 Shoal Creek Blvd,10
0.6,1214 Madison Ave,7
0.9,7814 Mullen Dr,7
0.6,1807 Morrow St,7
1.1,7101 Shumard Cir,10
0.2,1413 Kamar Dr,5
1.9,5673 Rain Creek Pkwy,10
1.1,10644 Floral Park Dr,8
0.7,4303 Shoal Creek Blvd,9
0.8,4209 Marathon Blvd APT 101,9
0.3,2107 Brandywine Ln,8
0.5,834 N Meadows Dr,6
0.5,838 N Meadows Dr # A,6
5.5,11028 Cairnhill Ct,7
2.5,10912 Bruneau Trl,8
1.5,8609 Stillwood Ln,8
0.9,11512 Antigua Dr,10
1.1,3905 Balcones Woods Dr,8
0.3,12324 Havelock Dr,8
2.0,6204 Yaupon Dr,10
0.4,12003 Trianon Ln,8
0.7,10003 Spicewood Mesa,10
0.5,12624 Pony Ln,8
1.3,3813 Mcneil Dr,8
1.3,13108 Wingate Way,8
3.0,12507 W Cow Path,10
1.5,13100 Armaga Springs Rd,8
1.3,Arborside Dr,10
2.8,7508 Kinross Trl,9
2.8,7508 Kinross Trl,9
0.7,11212 Barrington Way,10
2.1,5810 Secrest Dr,10
0.3,7231 Villa Maria Ln,10
0.8,11416 Charred Oak Dr,10
2.1,5837 Secrest Dr,10
0.8,8804 North Path,10
1.5,13004 Armaga Springs Rd,8
1.4,13116 Wingate Way,8
1.4,13002 Armaga Springs Rd,8
0.9,12709 Rhea Ct,8
1.2,8505 Honeysuckle Trl,8
1.3,13112 Wingate Way,8
1.5,13002 Armaga Springs Rd,8
1.4,10403 Charette Cv,10
0.8,11500 Charred Oak Dr,10
2.0,6323 Yaupon Dr,10
1.4,13118 Wingate Way,8
0.3,8102 East Ct,10
1.4,2500 N Shields Dr,8
1.2,8505 Honeysuckle Trl,8
0.3,7221 Ellaview Ln,10
1.2,6301 Colina Ln,8
0.2,3504 Ambleside Dr,8
0.4,10722 Cassia Dr,10
1.3,6802 Rain Creek Pkwy,10
0.2,7500 Blue Beach Cv,10
1.1,7003 Danwood Dr,10
1.8,9013 Spicebrush Dr,10
0.1,4009 Greenhill Pl,10
0.2,8709 Tallwood Dr,10
1.1,7303 Bering Cv,10
1.3,Bluegrass Dr,8
0.3,3708 Cima Serena Dr,10
0.2,8017 Muley Dr,10
0.5,4201 Greenridge Pl,10
1.2,10645 Floral Park Dr,8
1.3,6009 Tributary Ridge Dr,8
0.6,4159 Steck Ave APT 196,10
0.6,8110 Ceberry Dr,10
1.4,6300 Sierra Tahoe,8
0.6,8904 Wildridge Dr,10
0.3,8104 West Ct,10
0.3,8201 Summerwood Dr,10
1.2,6815 Bayridge Ter,10
0.6,8006 Hillrise Dr,10
1.0,6406 Copperlily Cv,10
1.8,Rain Creek Pkwy,10
0.3,8613 Willowick Dr,10
1.2,10708 Bayridge Cv,10
0.7,11603 Ladera Vista Dr APT 4,8
1.1,7104 Rain Creek Pkwy,10
0.4,8704 Azalea Trl,10
0.9,8521 Adirondack Trl,10
1.6,10300 Morado Cv APT 102,10
0.8,1903 Hearthstone Dr,5
0.6,1706 Aggie Ln,7
0.6,2103 Richcreek Rd,7
0.5,2002 Pompton Dr,5
0.6,5906 Shoalwood Ave,10
0.6,1900 Richcreek Rd,7
0.6,6802 Daugherty St,10
0.6,6706 Wild St # B,7
0.5,1915 Wooten Dr,5
0.5,1104 Payne Ave,7
0.5,1004 Payne Ave,7
0.8,7506 Pantherpaw St,7
0.6,2009 Wooten Dr,5
1.4,8213 Briarwood Ln,8
0.4,6507 Nasco Dr,10
1.1,907 Stobaugh St,7
0.3,1316 Arcadia Ave,7
0.6,1309 Aggie Ln,7
0.2,1508 Justin Ln,7
0.5,1804 Richcreek Rd,7
0.4,1506 Piedmont Ave,7
0.6,2203 Pasadena Dr,7
0.5,1804 Richcreek Rd,7
0.4,1908 Alegria Rd,7
1.0,7706 Shoal Creek Blvd,10
0.7,1516 Morrow St,7
0.9,8410 Bowling Green Dr,5
0.2,1901 Santa Clara St,7
0.8,1905 Hearthstone Dr,5
0.8,1913 Hearthside Dr,5
0.6,2807 Greenlawn Pkwy,10
0.2,6118 Janey Dr,10
0.5,1919 Madison Ave,7
0.6,2110 Wooten Dr,5
1.6,8203 Parkdale Cv,8
0.1,7501 Yaupon Dr,10
0.7,1906 Morrow St,7
0.5,2104 Cullen Ave # 4-121,7
2.8,7508 Kinross Trl,9
0.1,1412 Wooten Dr,5
1.9,8603 Sansom Rd,3
2.9,11728 Gaelic Dr,8
2.9,7513 Antrim Trl,8
2.8,7508 Kinross Trl,9
1.4,9500 Brown Ln,10
3.1,11201 Liberty Farms Dr,9
2.8,7508 Kinross Trl,9
2.4,11705 Dunblane Way,8
2.8,11901 Gaelic Dr,8
2.4,13717 Bauhaus Bnd,4
3.4,11540 Church Canyon Dr,9
2.8,12121 Clackmannan Dr,9
2.4,7020 Thistle Hill Way,8
0.9,11301 Long Winter Dr,4
0.4,1705 Hackney Cv,8
0.6,12705 Silver Creek Dr,8
1.6,2203 Broughton Ct,8
1.1,1909 Maize Bend Dr,8
0.7,1609 Tamar Ln,8
1.3,13007 Wingate Way,8
0.4,4306 Adelphi Ln,8
0.7,13612 Campesina Dr,7
0.9,13517 Will Rogers Ln,8
1.5,13100 Armaga Springs Rd,8
0.6,12307 W Cow Path,8
1.2,12502 Tomanet Trl,8
0.1,5109 Duval Rd,8
1.5,13100 Armaga Springs Rd,8
0.2,3906 Cologne Ln,8
0.8,4002 Tamarack Trl,8
0.9,11408 Maidenstone Dr,10
0.3,2007 Abbey Cir,8
0.5,1708 Hackney Cv,8
0.8,11305 Blackmoor Dr,10
0.8,9100 Mountain Ridge Dr APT 102,10
0.9,11503 Antigua Dr,10
0.3,8203 Summerwood Dr,10
0.6,4159 Steck Ave APT 196,10
0.5,8019 Cardin Dr,10
0.4,12304 Scribe Dr,8
0.5,8859 Tallwood Dr,10
0.5,3702 Terrina St # C-3,10
1.1,11107 Sierra Nevada,8
0.5,10803 Yucca Dr # B,10
0.7,9100 Mountain Ridge Dr APT 5D,10
1.6,9508 Golden Hills Cir,10
0.7,4509 Smooth Oak Dr # A,10
0.3,8122 Greenslope Dr,10
0.7,8405 Andrews Ln,10
2.2,10304 Sausalito Dr,10
1.4,10925 Sierra Oaks,8
0.5,1213 Romeria Dr,7
0.4,1908 Alguno Rd,7
0.7,Morrow St,7
0.5,2017 Hardy Cir,7
0.6,1822 Ohlen Rd,5
1.7,7715 Northcross Dr #428,8
0.7,Daugherty St,10
0.1,8015 Tisdale Dr,5
0.7,8513 Woodstone Dr,5
0.7,908 Romeria Dr,7
1.0,7716 Shoal Creek Blvd,10
0.6,1002 Karen Ave,7
1.3,8205 Sandalwood Cv,8
0.6,2109 Richcreek Rd,7
1.4,2805 Ashdale Dr,8
0.9,2807 Silverway Dr,10
0.5,2607 Pegram Ave,10
0.4,1203 Dwyce Dr,7
0.4,1213 Payne Ave,7
0.3,2014 Brentwood St,7
1.3,8307 Franwood Ln,8
1.6,3306 Ferguson Ln,9
1.7,2500 Steck Ave APT 34,8
0.4,1809 Wooten Dr,5
3.0,5700 Malcom Trl,8
3.1,3300 Harvest Time Cv,9
2.5,10910 Bruneau Trl,8
2.7,12108 Arran St,8
2.7,10802 Owyhee Vw,9
2.7,11828 Arran St,8
3.0,12317 Drummond Dr,8
1.0,2004 Nestlewood Dr,10
2.7,11825 Arran St,8
2.7,12116 Arran St,8
2.4,13717 Bauhaus Bnd,4
0.3,11001 Liberty Farms Dr,4
1.3,Arborside Dr,10
2.4,7105 Mumruffin Ln,8
2.7,10805 Owyhee Vw,9
5.5,12609 Dessau Rd LOT 399,7
3.1,11233 Kildoon Dr,9
1.7,8908 Magna Carta Loop,9
2.7,11108 Roderick Lawson Ln,8
2.8,11901 Gaelic Dr,8
2.0,5007 Edenbourgh Ln,3
3.1,5605 Liberton Ln,8
0.7,9208 Partridge Cir,5
0.3,10304 Leaning Willow Dr,5
0.9,12301 Blue Water Dr,6
0.5,832 N Meadows Dr,6
0.3,9015 Laurel Grove Dr,4
0.7,10503 Parkfield Dr,6
1.0,12301 Indian Mound Dr,6
3.3,2320 Gracy Farms Ln APT 134,8
4.0,12166 Metric Blvd APT 233,8
4.1,2309 Galway St,8
3.2,11511 Metric Blvd,8
0.3,10313 E Rutland Vlg,5
1.2,11925 Meadowfire Dr,6
1.0,13501 Metric Blvd # 43,8
0.9,2018 W Rundberg Ln APT 14B,5
0.4,8509 Brookfield Dr,4
1.0,13501 Metric Blvd # 43,8
1.0,13501 Metric Blvd # 43,8
1.0,13501 Metric Blvd # 43,8
1.0,13501 Metric Blvd # 39,8
0.9,1900 Montana Sky Dr,8
1.5,13100 Armaga Springs Rd,8
0.1,3904 Tattershall Ln,8
1.0,13501 Metric Blvd # 43,8
0.1,3813 Cologne Ln,8
0.7,12120 Black Angus Dr,8
0.5,4302 Ganymede Dr,8
1.0,12802 Ganymede Ct,8
0.4,12912 Meehan Dr,8
0.6,1900 Scofield Ridge Pkwy APT 4301,7
4.3,13937 Ashton Woods Cir # 72,7
2.3,6105 Avery Island Ave,10
4.3,4217 Wild Iris Ln,7
1.5,13100 Armaga Springs Rd,8
0.8,1829 Chasewood Dr,8
0.7,5803 Shoalwood Ave,10
0.6,1900 Scofield Ridge Pkwy APT 3003,7
0.8,9100 Mountain Ridge Dr APT 105,10
0.8,9100 Mountain Ridge Dr APT 105,10
0.7,9525 N Capital Of Texas Hwy UNIT 621,10
0.9,11513 Antigua Dr,10
0.9,11810 Buckingham Rd,10
1.9,9203 Spicebrush Dr,10
1.5,6303 Amberly Pl,8
0.4,8709 Azalea Trl,10
0.4,3403 Amalfi Cv,8
0.3,8600 Mesa Dr # B,10
0.5,8604 Green Vly,10
1.6,6501 Columbia Oaks Ct APT 2,10
0.6,9913 Spicewood Mesa,10
0.4,11512 Fast Horse Dr,8
0.7,11718 Spotted Horse Dr,8
0.4,3307 Spaniel Dr,8
1.5,5602 Spurflower Dr,10
0.6,4159 Steck Ave APT 196,10
1.1,4711 Spicewood Springs Rd # 1-201,10
0.8,1904 Hearthstone Dr,5
2.2,6507 Spicewood Springs Rd,10
0.5,8908 Currywood Dr,10
0.8,7520 Pantherpaw St,7
0.4,8104 Greenslope Dr,10
0.7,8302 Weyburn Dr,5
0.6,900 Karen Ave,7
0.8,7508 Shoal Creek Blvd,10
0.7,7317 Wolverine St,7
0.8,3108 Silverleaf Dr,10
1.1,7685 Northcross Dr UNIT 505,10
0.4,1516 Weyford Dr,5
0.5,2011 Hardy Cir,7
0.2,1502 Payne Ave,7
0.7,7502 Saint Louis St,7
0.9,8500 Bowling Green Dr # B,5
1.6,2603 Steck Ave,8
0.3,1517 Piedmont Ave,7
0.3,1911 Payne Ave,7
1.0,1100 Taulbee Ln,7
0.7,7413 Grover Ave # A,7
0.4,1013 Quail Park Dr,4
4.2,2307 Galway St,8
1.7,11720 Drayton Dr,6
0.3,905 Fairfield Dr,4
0.5,1509A Rutland Dr,5
2.1,11003 Applewood Dr,6
0.6,1213 S Meadows Dr,6
0.5,1618 Rutland Dr,5
1.6,1720 Morning Quail Dr,6
0.3,10205 W Rutland Vlg,5
0.7,9213 Singing Quail Dr,5
4.0,12166 Metric Blvd APT 266,8
0.7,1208 Neans Dr,6
3.6,11910 Rosethorn Dr,8
1.7,1104 Rebecca Dr,6
0.4,1607 Springer Ln,5
0.4,9520 Quail Ct,5
4.0,12166 Metric Blvd APT 233,8
0.6,9009 W Pointer Ln,4
4.0,12166 Metric Blvd APT 233,8
0.5,10611 Parkfield Dr,6
5.5,13021 Dessau Rd # 562,7
1.7,902 Silbury Dr,6
5.5,13021 Dessau Rd # 562,7
5.5,13021 Dessau Rd # 562,7
5.5,13021 Dessau Rd # 733,7
5.5,12609 Dessau Rd LOT 399,7
2.8,11901 Gaelic Dr,8
2.8,11901 Gaelic Dr,8
0.9,2000 Wayward Sun Dr,10
2.8,11901 Gaelic Dr,8
2.8,11901 Gaelic Dr,8
2.6,11609 Winterborne Ct,8
0.6,1615 Brushy View Cv,10
5.5,11017 Kirkoswald Rd,7
3.6,2125 Tin Can Dr,9
2.6,12123 Kilmartin Ln,8
0.8,1603 Pleasant Cv,8
2.8,11901 Gaelic Dr,8
2.6,11915 Cavan Ct,9
1.6,(Undisclosed Address),9
3.1,5528 Liberton Ln,8
3.5,2308 Nestlewood Dr,9
2.9,5717 Malcom Trl,8
2.8,10905 Kirkland Hill Path,8
2.8,11300 Barns Trl,8
0.3,3007 White Rock Dr,10
1.3,7920 Rockwood Ln APT 101,8
0.3,6308 Cary Dr,10
0.9,4405 Marathon Blvd,9
0.5,Shoal Creek Blvd,9
0.7,5605 Jim Hogg Ave # 1/2,7
0.7,5707 Jeff Davis Ave # A,7
0.7,5603 Jeff Davis Ave # B,7
0.9,5501 Shoal Creek Blvd,10
0.7,5503 Clay Ave # A,7
1.5,1208 North St,9
1.2,1213 W 49th St,9
1.3,1414 W 51st St,9
1.0,5309 Jeff Davis Ave APT 7,7
0.8,5514 Roosevelt Ave APT H,7
0.6,5704 Joe Sayers Ave,7
0.6,5705 Jim Hogg Ave,7
0.8,4415 Shoalwood Ave,9
0.7,5600 Jim Hogg Ave APT A,7
0.7,5611 Clay Ave UNIT B,7
1.4,1208 Georgian St,9
0.6,1902 Ullrich Ave,7
0.8,2505 W 45th St,9
0.8,4409 Rosedale Ave,9
0.8,2507 W 45th St,9
1.1,9611 Marlborough Dr,10
0.5,13600 Bauhaus,5
2.2,11401 Oakwood Dr,4
0.7,11707 River Oaks Trl,10
0.6,12404 Comic Dr,5
0.5,13600 Bauhaus,5
0.5,13600 Bauhaus,5
0.3,11404 Walnut Ridge Dr # 101,10
2.5,12109 Lavinia Ln,6
2.3,12306 Furrow Cv APT A,6
2.6,1101 Byers Ln,6
0.7,907 Rocky Spring Rd,10
0.5,13600 Bauhaus,5
0.6,12404 Comic Dr,5
0.6,1209 E Applegate Dr,10
0.3,8912 Slayton Dr,4
2.5,11704 Pollyanna Ave,4
0.5,12808 Dionysus Dr,5
0.3,1221 Briargate Dr,5
0.6,12404 Comic Dr,5
0.6,12404 Comic Dr,5
0.6,12404 Comic Dr,5
0.6,12404 Comic Dr,5
0.6,12404 Comic Dr,5
0.5,13600 Bauhaus,5
0.5,13600 Bauhaus,5
0.6,12404 Comic Dr,5
0.5,13600 Bauhaus,5
2.3,12340 Copperfield Dr,6
0.9,902B Glazier Cir,10
0.8,11706 N Oaks Dr,10
0.4,12209 Cottage Promenade Ct,5
0.9,803 Monterrey Pl,10
0.6,12404 Comic Dr,5
0.5,1216 Bradbury Ln,5
0.6,12404 Comic Dr,5
2.1,509 Bowery Trl,6
0.6,12404 Comic Dr,5
0.6,12404 Comic Dr,5
2.7,1101 E Parmer Ln APT 201,6
0.3,8304 Shenandoah Dr,8
0.6,12404 Comic Dr,5
0.5,13600 Bauhaus,5
2.4,13717 Bauhaus Bnd,4
2.4,704 Little Oak Dr,4
2.4,13717 Bauhaus Bnd,4
2.4,12400 Captain Hopkins Cv,6
0.3,12116 Cottage Promenade Ct,5
0.3,12116 Cottage Promenade Ct,5
0.3,12116 Cottage Promenade Ct,5
0.6,12404 Comic Dr,5
0.3,12729 Serafy Ct,5
2.6,12246 Abbey Glen Ln,6
2.2,833 Waterfall Way,6
2.6,12238 Abbey Glen Ln,6
2.2,11404 Indianhead Dr,4
0.5,11508 Trinity Hill Dr,10
2.1,11306 Hilltop St,4
2.3,1505 Constanta Dr,6
0.5,11633 River Oaks Trl,10
0.4,11513 Trinity Hill Dr,10
0.1,8208 Furness Cv,8
0.6,1001 Briargate Dr,5
2.1,11503 Tedford St,4
0.5,13600 Bauhaus,5
0.4,12713 Descartes Cv,5
0.5,13600 Bauhaus,5
0.5,13600 Bauhaus,5
0.6,12404 Comic Dr,5
0.5,13600 Bauhaus,5
0.5,13600 Bauhaus,5
0.6,12404 Comic Dr,5
0.6,12404 Comic Dr,5
1.1,9611 Aberdeen Way,10
0.2,304 E Fawnridge Dr,4
0.8,1100 Prairie Ridge Trl,6
0.5,1012 E 15th St,7
1.2,1122 Colorado St APT 1001,9
0.5,1012 E 15th St,7
2.2,1205 E 9th St,9
1.6,555 E 5th St APT 2706,9
1.6,555 E 5th St APT 827,9
0.3,1313 1/2 Comal St,7
0.5,1206 E 13th St,10
0.4,2208 Schriber St # B,5
0.4,2510 E 6th St # A,4
2.4,1208 E 3rd St # A,7
0.2,2623 Exposition Blvd,10
0.5,3200 Grandview St APT 1,9
0.4,1704 Riverview St,5
3.5,Mablo Rdg,7
0.1,707 1/2 Harris Ave,9
1.1,2401 Leon St APT 111,9
1.1,806 W 24th St APT 225,9
0.5,3011 Speedway APT 5,9
0.1,800 E 32nd St,9
1.2,2205 N Lamar Blvd UNIT 111,9
0.9,2612 San Pedro St APT 101,9
0.5,1615 E 7th St # 401,7
0.3,3506 Harmon Ave,9
0.3,802 Leonard St,9
0.2,2007 Holly St,5
0.7,2914A Rio Grande St,9
1.1,2401 Leon St APT 100,9
1.1,2401 Leon St APT 100,9
0.9,2612 San Pedro St APT 101,9
0.5,3000 Speedway # 4,9
0.5,3000 Speedway # 1,9
0.8,408 W 33rd St,9
0.3,1111 W 31st St,9
