schooldistance,address,schoolrating
0.4,409 E 38th St APT 101,9
0.2,16109 Indina Hills Cv,10
1.8,10422 Turnbull Loop,8
1.8,10422 Turnbull Loop,8
0.2,16109 Indina Hills Cv,10
0.6,2802 Castro St,3
0.5,1602 Chestnut Ave,7
2.6,1502 Robert Weaver Ave,7
1.0,2915 E 13th St,7
0.5,1604 Navasota St,7
1.1,2931 E 13th St,7
0.3,1707 E 14TH St,7
2.5,1407 E 3rd St,7
1.1,2610 Sol Wilson Ave,7
0.1,1106 Gunter St # 1/2,3
1.8,10422 Turnbull Loop,8
0.4,3203 Kay St,3
1.8,10422 Turnbull Loop,8
0.3,10021 Double Eagle Pass,10
0.1,505 Tillery St # 6,4
0.4,911 Linden St,3
0.2,2002 E 10th St,10
0.2,2005 E Cesar Chavez St,5
0.4,2607 Hidalgo St,4
0.5,2613 Canterbury St,4
0.4,2510 E 6th St,4
0.2,1212 Chicon St # 202,7
0.8,2815 E 14TH St,7
0.8,3001 Glen Rae St,7
0.4,2003 New York Ave,10
1.8,10507 Turnbull Loop,8
0.2,1413 Hargis Creek Trl,9
1.9,11221 Avery Station Loop # 38,8
0.2,16109 Indina Hills Cv,10
1.2,3012 E 12th St,7
0.5,7808 Monona Ave,10
0.4,2202 E 9th St,10
0.1,1113 Lawson Ln,10
2.3,41 Waller St APT 208,7
2.3,41 Waller St APT 208,7
0.8,1601 Miriam Ave,7
0.5,2203 Sl Davis Ave # B,10
0.1,2907 E 5th St,4
0.9,2904 E 12th St,7
2.6,310 Comal St # 206,7
0.2,3300 Neal St,3
0.3,2000 E 7th St # 236,7
0.9,1003 Muse Ln # 21,7
0.3,2012 E 9th St,10
0.4,2708 Willow St,4
0.1,505 Tillery St # 10,4
0.2,2002 Holly St,5
0.1,2110 Holly St # B,5
0.4,3010 Castro St,3
0.5,1803 E 18th St # A,7
0.3,1708 E 6th St,7
2.4,1300 Taylor St,7
0.1,2212 Canterbury St,5
0.8,1601 Miriam Ave UNIT 300,7
0.4,2510 E 6th St,4
0.3,2000 E 7th St # 244,7
0.2,2804 E 3rd St,4
0.4,1710 Riverview St,5
0.4,Haskell St,10
0.1,2110 Holly St # A,5
0.9,1800 Miriam Ave,7
0.7,1707 Cedar Ave,7
0.5,1009 Juniper St,10
2.5,1409 Canterbury St,7
1.2,3007 E 12th St,7
0.2,1212 Chicon St # 204,7
0.2,77 Chicon St,5
0.5,2409 E 9th St,7
2.6,310 Comal St # 307,7
0.5,1215 Maple Ave,7
0.5,1213 Maple Ave,7
1.2,3004 Govalle Ave,7
0.3,1203 Short Hackberry St,10
0.7,1307 Walnut Ave # B,7
2.6,310 Comal St # 206,7
0.4,1156 Waller St,10
0.3,1802 Garden St,5
0.3,1159 Navasota St,10
0.4,1901 Riverview St,5
1.0,2542 Sol Wilson Ave,7
1.0,1173 Pandora St,7
0.4,2506 E 6th St # B,4
0.5,2502 E Cesar Chavez St,4
0.4,708 Northwestern Ave,7
0.1,3008 E 2nd St,4
1.1,2940 E 14th St,7
0.7,2707 Francisco St,3
0.1,1131 Leona St,10
0.2,2001 Tillotson Ave,10
0.3,627 Allen St,4
0.5,1000 Linden St,3
2.6,310 Comal St # 206,7
0.2,2201 Haskell St # B,5
0.2,3211 Holton St # A,4
0.6,1011 Walter St,7
0.8,1601 Miriam Ave,7
1.2,3007 E 12th St,7
2.5,1408 Canterbury St,7
0.3,2000 E 7th St # 236,7
0.2,2715 E 5th St,4
1.1,1008 Muse Ln # 14,7
2.4,1305 E 6th St APT 8,7
2.3,41 Waller St APT 208,7
0.5,3002 Castro St,3
0.1,2112 Holly St,5
0.4,1704 E 17th St,7
1.2,1708 Harvey St APT A,7
0.4,2205 E 13th St,7
2.4,1216 Holly St,7
0.1,505 Tillery St # 6,4
0.3,1512 Pennsylvania Ave,10
0.4,2508 E 6th St,4
0.3,3311 Kay St,3
1.9,10908 Roy Butler Dr,9
0.3,10021 Double Eagle Pass,10
0.5,2813 Castro St,4
1.8,10422 Turnbull Loop,8
0.2,16109 Indina Hills Cv,10
0.2,16109 Indina Hills Cv,10
0.2,400 Soft Cloud Cv,9
1.4,14524 Banbridge Trl,9
0.3,9204 Bladen Springs Cv,9
1.0,2521 Sol Wilson Ave,7
0.4,1114 Northwestern Ave,10
0.4,2508 E 6th St # A,4
0.2,2124 E 6th St UNIT 418,7
2.4,1209 Taylor St,7
1.4,3119 E 13th St,7
0.2,2403 Santa Rosa St,7
1.1,1114 Euphoria Bnd # 28,7
0.4,1154 Alamo St,10
0.4,9205 Bladen Springs Cv,9
0.5,17116 Crescent Heights Trl,9
1.4,14805 Thatcher Dr,10
0.6,16502 Lounsbury Pl,10
0.8,15525 Fisher Island Dr,10
0.3,405 Warm Moon Cv,9
0.6,7904 Lecompte Rd,10
0.5,8919 Joachim Ln,10
0.5,16625 Dalmahoy Dr,10
1.7,10516 Dunham Forest Rd,9
0.8,9512 Eagle Knl,10
0.7,9716 Pasatiempo Dr,10
0.4,16113 Rustic Ln,10
2.1,13617 Camp Comfort Ln,8
1.9,10808 Rock Island Dr # 49,9
1.5,10018 Mirage Cv,10
1.6,15112 Sunningdale St,9
0.4,15705 Hilcroft Cv,10
2.0,11617 Yeadon Way,9
2.1,14121 Genesee Trl,8
0.2,16811 Village Oak Loop,9
1.9,11217 Wyola Bnd,9
0.5,2501 E 4th St # 2501B,4
0.5,33 Chalmers Ave,5
2.5,1308 E 2nd St,7
0.8,1181 Hargrave St,7
0.6,1601 Maple Ave,7
0.7,1804 Singleton Ave,7
0.3,2000 E 9th St,10
0.4,2200 Rosewood Ave,10
0.4,2200 Rosewood Ave,10
2.5,66 Navasota St,7
1.5,11704 Springs Head Loop,9
0.4,2604 Diaz St,4
1.8,10422 Turnbull Loop,8
0.2,16109 Indina Hills Cv,10
0.3,10101 Double Eagle Pass,10
1.5,14812 Avery Ranch Blvd APT 2,9
0.3,10101 Double Eagle Pass,10
0.2,16109 Indina Hills Cv,10
0.3,10101 Double Eagle Pass,10
0.3,10101 Double Eagle Pass,10
0.2,16109 Indina Hills Cv,10
1.7,14001 Avery Ranch Blvd UNIT 304,9
2.2,10709 Canton Jack Rd,8
1.3,15104 Calaveras Dr,10
0.3,10021 Double Eagle Pass,10
0.4,16521 Ennis Trl,10
0.7,17025 Conway Springs Ct,9
1.5,15008 Galena Dr,10
1.3,11300 Los Comancheros Rd,9
0.9,9517 Eagle Knl,10
0.2,8516 Racine Trl,10
1.7,14815 Avery Ranch Blvd UNIT 1503,9
0.5,3304 Grooms St,9
0.6,715 W 35th St,9
1.1,1106 W 22nd 1/2 St,9
0.8,2709 Francisco St # B,3
0.4,2603 E 3rd St,4
1.0,910 W 25th St APT 307,9
0.2,2911 E 3rd St,4
0.2,2102 Haskell St # B,5
0.2,1123 3/4 Gunter St,3
0.5,2403 E 13th St,7
0.2,1612A E 13th St # A,7
0.5,746 Northwestern Ave,7
0.2,1005 Cherico St,3
1.9,800 Embassy Dr # 302,9
0.4,1208 Coleto St,7
2.4,1308 Canterbury St,7
0.8,2709 Francisco St # A,3
0.2,2102 Haskell St # A,5
0.3,1607 New York Ave,10
1.9,800 Embassy Dr # 117,9
0.4,2408 E 11th St,10
2.6,64 Comal St,7
0.4,2200 Rosewood Ave,10
0.6,1601 Maple Ave,7
0.3,2116 E 8th St,7
1.9,800 Embassy Dr # 117,9
0.8,1612 Miriam Ave # A,7
0.3,1804 Willow St,5
0.3,10101 Double Eagle Pass,10
0.2,16109 Indina Hills Cv,10
0.2,16109 Indina Hills Cv,10
2.0,15516 Bandon Dr,9
1.0,9507 Mcknight Loop,10
2.0,13925 Turkey Hollow Trl,9
1.0,14701 Catarina Way,10
1.0,14701 Catarina Way,10
1.6,14812 Avery Ranch Blvd APT 54,9
0.3,10101 Double Eagle Pass,10
1.8,10422 Turnbull Loop,8
1.9,15417 Echo Hills Dr,9
0.8,15416 Iveans Way,10
0.8,15301 Sisters Cir,10
0.9,14702 Catarina Way,10
0.9,14706 Catarina Way,10
1.2,14901 Solera Dr,10
0.3,10021 Double Eagle Pass,10
0.3,10101 Double Eagle Pass,10
1.6,10701 Kilkee Cv,9
0.2,16308 Almaden Dr,10
6.6,13203 Von Quintus Rd,4
1.9,15309 Bandon Dr,9
4.4,8819 S Fm 973,4
1.3,15208 Calaveras Dr,10
1.1,501 W 26th St APT 101,9
1.9,15528 Brodick Dr,9
4.1,8301 Citation Ave,4
1.2,2220 Leon St APT 202,9
5.2,6902 Viewing Pl,4
0.4,710 E Dean Keeton St APT 104,9
0.8,2815 Rio Grande St APT 101,9
0.5,3200 Grandview St APT 1,9
0.7,2908 Rio Grande St,9
1.2,701 W 24TH St # 208,9
1.0,2505 San Gabriel St APT 101,9
1.0,2505 San Gabriel St APT 101,9
1.2,701 W 24TH St # 107,9
1.3,1910 Robbins Pl APT 102,9
1.0,2505 San Gabriel St APT 409,9
0.6,108 Laurel Ln,9
0.7,3316 Guadalupe St APT 201,9
1.0,2505 San Gabriel St APT 101,9
0.8,1805 Exposition Blvd,10
0.5,1010 W 10th St # 101,9
1.2,1405 Meriden Ln,10
0.8,1606 Ethridge Ave,10
0.4,3400 Happy Hollow Ln,9
0.9,1600 Dillman St,10
1.1,1405 Wooldridge Dr,10
0.7,300 Bowie St APT 1803,9
1.0,2007 Griswold Ln,10
0.8,2414A Hartford Rd,10
1.0,1404 Norwalk Ln APT 101,10
0.6,1213 Parkway # A,9
0.4,2304 Westover Rd,10
1.3,1100 Wayside Dr,10
0.7,3611 Windsor Rd,10
0.8,2714 Windsor Rd,10
0.4,3000 Funston St,9
0.5,1000 Baylor St # B,9
1.0,2314 Enfield Rd,10
0.5,2602 Velasquez Dr,10
0.9,3607 Meredith St # 2,10
1.0,2314 Enfield Rd,10
0.2,1610 Waterston Ave APT 1,9
0.5,1106 W 6th St APT 101,9
0.6,15 Scott Cres,10
0.4,2703 Macken St,10
0.2,3306 Bryker Dr,9
1.0,1500 Dillman St,10
0.4,1210 Windsor Rd APT 114,9
0.7,300 Bowie St APT 1803,9
0.2,2707 Pecos St,10
1.0,3308 Enfield Rd,10
0.2,2707 Mountain Laurel Ln,10
0.2,1501 W 6th St # 2-B,9
0.5,2200 Bonita St,10
0.2,3306 Bryker Dr,9
0.8,1808 Forest Trl,10
1.3,1604 W Lynn St,10
1.4,2112 W 10th St,10
0.7,300 Bowie St APT 1803,9
0.5,2505 Bowman Ave,10
0.3,3412 Happy Hollow Ln,9
1.3,2111 W 12th St,10
0.6,3217 Gilbert St,10
0.1,1607 W 8th St # B,9
1.2,1305 Meriden Ln,10
1.1,2106 Hartford Rd,10
1.1,3500 Enfield Rd APT C,10
0.2,606 W Lynn St APT 12,9
0.1,1609B W 8th St # B,9
0.8,800 W 5th St APT 401,9
1.1,2402 Pemberton Pl,10
0.5,1100 Castle Ct,9
0.4,2806 Warren St,10
0.7,2531 Scenic Dr,10
0.7,2412 Mccall Rd,10
0.8,800 W 5th St APT 302,9
0.2,1205 Elm St,9
1.0,3000 Enfield Rd,10
0.2,1205 Elm St,9
0.4,3302 Funston St,9
0.3,1705 W 31st St,9
0.9,2605 Harris Blvd,10
1.3,1700 Summit View Pl,10
0.4,1111 W 12th St APT 101,9
0.2,1205 Elm St,9
0.7,300 Bowie St APT 1803,9
0.5,2 Scott Cres,10
1.3,1714 Enfield Rd APT 108,10
1.5,1505 Murray Ln,10
0.5,1010 W 10th St # 305,9
0.1,904 Robertson St,9
0.2,1205 Elm St,9
0.4,1303 Newfield Ln,9
1.0,3705 Cherry Ln,10
0.2,1205 Elm St,9
0.3,1712 Palma Plz APT A,9
0.6,22 Margranita Cres,10
0.5,1010 W 10th St # 305,9
1.4,1001 Meriden Ln,10
0.8,1511 Northwood Rd,10
0.8,2813 Glenview Ave,10
0.2,1205 Elm St,9
0.8,1605 Preston Ave,10
0.5,1010 W 10th St # 305,9
0.2,1205 Elm St,9
0.6,901 W 9th St APT 104,9
0.7,300 Bowie St APT 2604,9
0.1,26394 Us Highway 70 #5,10
1.0,2408 Enfield Rd APT 102,10
0.4,44 Woodstone Sq,10
0.4,1908 W 33rd St # B,9
0.1,2717 Mountain Laurel Ln,10
1.0,2314 Enfield Rd,10
0.5,1215 Castle Hill St,9
0.4,1822 W 10th St # B,9
0.3,613 Theresa Ave,9
0.4,1210 Windsor Rd APT 102,9
0.5,1200 Castle Hill St APT I,9
1.4,2105 W 11th St,10
0.7,300 Bowie St APT 1803,9
1.3,2406 Marlton Dr,10
0.9,1406 Northwood Rd,10
0.2,1205 Elm St,9
1.2,1607 Wethersfield Rd,10
0.2,1205 Elm St,9
1.0,1404 Norwalk Ln APT 109,10
0.6,1801 Mohle Dr,10
1.4,802 Newman Dr,10
0.2,1205 Elm St,9
0.6,2514 El Greco Cv,10
0.9,3414 Bridle Path,10
0.2,1202 Marshall Ln APT 5,9
0.5,2501 Bowman Ave # A,10
0.9,2415 Hartford Rd # A,10
0.2,606 W Lynn St APT 12,9
0.4,2020 S Congress Ave APT 2203,5
1.0,1600 Barton Springs Rd UNIT 5109,9
0.6,1315 Kenwood Ave,5
0.1,3018 S 1st St APT 113,8
0.4,2502 Wilson St,8
0.1,721 W Monroe St,6
0.2,2107 Travis Heights Blvd,5
0.1,405 S Park Dr,8
0.5,211 W Johanna St # 13,5
0.4,3200 S 5th St,8
0.2,1302 S 6th St,6
0.6,1307 Kenwood Ave,5
0.5,404 W Alpine Rd,5
0.3,300 Ben Howell Dr,8
0.8,906 Josephine St,9
0.2,901 W Mary St,6
0.4,2804 Treble Ln UNIT 934,8
0.4,2520 Bluebonnet Ln UNIT 26,9
1.3,210 Lee Barton Dr UNIT 304,9
1.0,1600 Barton Springs Rd UNIT 6205,9
0.4,2301 S 5th St APT 23,6
0.6,1327 Bonham Ter,5
0.5,2525 S Lamar Blvd APT 201,9
1.0,3204 Manchaca Rd APT 313,8
0.5,S 5TH St,8
0.3,708 W Johanna St,6
0.5,3306 Garden Villa Ln,8
0.6,2602 Del Curto Rd UNIT F,9
0.6,3801 Manchaca Rd APT 20,8
0.1,510 Powell Cir,8
0.4,2303 S 3rd St,6
0.3,1902 S 6th St,6
0.1,1602 S 3rd St,6
0.3,1801 Barton Pkwy,10
1.0,3204 Manchaca Rd APT 313,8
0.4,2800 S 5th St # A,8
0.4,613 Fletcher St,6
0.6,1810 Treadwell St,9
0.6,305 W Monroe St # B,5
0.3,1506 Alta Vista Ave,5
0.3,3102 S Congress Ave,8
0.3,3102 S Congress Ave,8
0.5,1504 Collier St UNIT 1,9
0.7,1714 Cinnamon Path,9
0.5,4021 Valley View Rd # B,8
0.5,211 W Johanna St # 13,5
0.1,1612 S 3rd St,6
0.5,2502 Southland Dr # A,9
0.5,3812 Wadford St,5
0.9,804 Josephine St,9
0.4,2300 S 5th St,6
1.0,1600 Barton Springs Rd UNIT 5109,9
0.6,1204 W Oltorf St,6
0.2,3111 Fontana Dr,8
0.6,1820 Treadwell St,9
0.3,2614 Stacy Ln,8
0.3,2015 Ashby Ave,9
0.6,4007 Clawson Rd,8
0.8,3601 Manchaca Rd APT 101,8
0.3,2015 Rabb Glen St # A,9
0.6,2320 Westoak Dr,10
0.6,802 S 1st St APT 213,6
0.4,2201 Farnswood Cir,10
0.5,2411 S 5th St,8
0.9,3406 Manchaca Rd APT 14,8
0.5,2504 S 5th St # B,8
0.1,811 S Center St,5
0.3,1802 Frazier Ave,9
0.4,2301 S 5th St APT 14,6
0.5,404 W Alpine Rd,5
0.6,310 W Milton St,5
0.3,W Gibson St,6
0.5,404 W Alpine Rd,5
0.8,1121 Hollow Creek Dr # B,10
0.6,2722 Tether Trl,10
0.1,605 Peacock Ln # 1,8
0.5,1120 Reagan Ter # A,5
0.2,2016 Goodrich Ave APT 1B,9
0.4,4025 Manchaca Rd,8
0.6,4013 Clawson Rd,8
0.3,908 James St,6
0.7,1004 Kinney Ave,9
0.2,2404 Homedale Cir,10
1.0,3600 S Lamar Blvd APT 105,10
0.3,606 W Johanna St,6
0.1,908 W Monroe St,6
0.5,2110 La Casa Dr,9
0.3,2105 Matterhorn Ln,10
0.5,1816 Margaret St,9
0.8,1609 Roberts Ave,9
0.4,2409 Ann Arbor Ave APT B1,9
0.3,1716 Barton Hills Dr,10
0.1,828 Banister Ln,5
0.5,2216 Thornton Rd APT 211,9
0.3,1609 Nash Ave,9
0.4,2204 Schriber St # B,5
0.3,1805 Frazier Ave,9
0.5,210 Lee Barton Dr UNIT 420,10
0.6,2716 Kinney Oaks Ct,9
0.3,406 E Annie St,5
0.3,2015 Rabb Glen St # B,9
0.9,1607 Lightsey Rd,9
0.5,2505 Euclid Ave,8
0.9,3406 Manchaca Rd APT 14,8
0.5,2505 S 5th St,8
0.3,3102 S Congress Ave,8
1.0,1600 Barton Springs Rd UNIT 5109,9
0.9,3406 Manchaca Rd APT 14,8
0.1,808 W Annie St # A,6
1.0,3204 Manchaca Rd APT 313,8
0.4,2520 Bluebonnet Ln UNIT 26,9
0.4,2729 Dulce Ln UNIT 523,8
0.4,2729 Dulce Ln UNIT 523,8
1.0,1600 Barton Springs Rd UNIT 5307,9
0.3,1807 Anita Dr,9
0.4,2729 Dulce Ln UNIT 523,8
0.3,2701 Oak Park Dr,10
0.4,2729 Dulce Ln UNIT 523,8
0.4,2520 Bluebonnet Ln UNIT 26,9
0.3,2908B S 5th St # B,8
0.5,2322 Thornton Rd # B,9
0.3,702 W Johanna St,6
0.3,3102 S Congress Ave,8
0.3,715 W Johanna St,6
0.1,913 Jewell St,6
0.5,2309 Oak Crest Ave,6
0.6,2411 Euclid Ave,8
0.3,3014 S 4th St # B,8
0.3,2215 Post Rd APT 2057,5
0.6,1307 Newning Ave # A,5
0.3,707 Cardinal Ln APT C1,5
0.3,3102 S Congress Ave,8
0.4,2300 S 5th St,6
0.3,915 Cardinal Ln,5
0.8,1908 Lightsey Rd # A,9
0.4,2520 Bluebonnet Ln UNIT 1,9
1.0,1600 Barton Springs Rd UNIT 5307,9
0.5,404 W Alpine Rd,5
0.5,404 W Alpine Rd,5
0.2,2105 Goodrich Ave APT 6,9
0.3,707 Cardinal Ln APT C1,5
0.3,313 Lone Oak Dr,5
0.6,500 S 3 St # C,6
0.3,3102 S Congress Ave,8
0.1,901 S Center St,5
0.5,404 W Alpine Rd,5
0.8,3609 Clawson Rd # B,8
0.1,1905 Paramount Ave,9
0.1,2011 Alta Vista Ave,5
0.5,404 W Alpine Rd,5
1.0,1600 Barton Springs Rd UNIT 6205,9
1.1,3450 Willowrun Dr APT D,5
0.9,3100 Manchaca Rd # 12,8
0.1,1101 W Monroe St,6
0.3,707 W Johanna St # B,6
0.6,1208 Kinney Ave,9
0.4,1404 Oxford Ave,9
1.0,3204 Manchaca Rd APT 110,8
0.1,404 S Park Dr,8
0.5,3812 Wadford St,5
0.7,2807 Del Curto Rd,9
0.0,800 Rosedale Ter UNIT B,5
1.0,1600 Barton Springs Rd UNIT 5109,9
0.6,1702 S Lamar Blvd UNIT 17,9
0.4,2520 Bluebonnet Ln UNIT 26,9
0.8,808 Jessie St,9
0.2,1703 Alameda Dr,5
0.9,3408 Willow Springs Rd,5
0.6,1602 Morgan Ln # B,8
0.3,707 Cardinal Ln APT C3,5
0.9,3100 Manchaca Rd # 12,8
0.7,300B Academy Dr # B,5
0.5,2525 S Lamar Blvd APT 317,9
0.3,2304 Rebel Rd,5
0.4,1127 Gillespie Pl,5
0.9,602 Cliff Dr,9
0.3,2600 Oakhaven Dr,10
0.4,2204 Forest Bend Dr,10
0.5,2506 S 5th St # A,8
0.9,3100 Manchaca Rd # 17,8
0.4,2728 Treble Ln UNIT 403,8
1.0,3204 Overcup Oak Dr,9
0.2,2502 Cedarview Dr,10
0.2,2601 Rockingham Dr,10
0.3,707 Cardinal Ln APT C1,5
0.2,1904 Goodrich Ave APT 1,9
0.1,1103 W Monroe St,6
0.2,2016 Rabb Glen St,9
0.2,1401 S 6th St,6
0.1,512 Powell Cir,8
0.3,2606 Wilson St APT 1205,8
0.5,2203 Thornton Rd # A,9
0.3,803 Cumberland Rd # A,8
0.3,2901 Gem Cir # A,8
0.3,2606 S 2nd St,8
0.5,2404 Kinney Rd,9
0.5,1318 Newning Ave APT A,5
0.8,1914 Lightsey Rd APT 6,9
0.5,404 W Alpine Rd,5
0.5,211 W Johanna St # 13,5
0.6,300 Crockett St APT 200,5
0.7,402 W Milton St,5
0.7,1502 Dexter St,9
0.5,1422 Collier St APT 103,9
0.5,1120 Reagan Ter,5
0.9,3406 Manchaca Rd APT 9,8
0.4,2904 Cedarview Dr,10
0.6,2411 Euclid Ave # B,8
0.3,2306 Montclaire St,10
0.3,606 W Johanna St,6
0.3,2105 Glendale Pl,5
0.3,2902 S 4th St,8
0.9,2905A Burning Oak Dr,9
0.3,2118 Brackenridge St APT 6,5
1.0,3600 S Lamar Blvd APT 105,10
0.2,2011 Goodrich Ave,9
0.4,2207 S 3rd St # A,6
0.3,2700 Oak Park Dr,10
0.3,1701 Garner Ave,9
0.4,1601 Brackenridge St,5
0.1,2008 Holland Ave,9
0.3,414 Post Road Dr,5
0.6,209 Lessin Ln,5
0.6,3815 Manchaca Rd APT 1,8
0.3,3102 S Congress Ave,8
0.6,1227 Newning Ave UNIT 9,5
0.5,404 W Alpine Rd,5
1.0,1600 Barton Springs Rd UNIT 5109,9
0.3,2107 De Verne St,9
0.8,1901 Glen Allen St APT 2,9
0.3,1120 Fairmount Ave. #A,5
0.2,2907 Brinwood Ave,8
0.4,124 Cumberland Rd APT 203,8
0.4,2520 E 3rd St,4
0.6,2200 Dickson Dr APT 112,9
0.5,1021 Walter St,7
0.3,1120 Fairmount Ave. #B,5
0.3,1143 Poquito St,10
0.1,2107 Garden St,5
0.4,1139 Poquito St,10
0.6,2307 E 18th Ave,7
0.5,1601 E 5th St APT 204,7
2.4,1309 Garden St,7
0.8,1609 Walnut #B,7
0.3,2005 Sl Davis Ave APT B,10
0.7,1711 Maple Ave,7
0.8,1611 Walnut Ave,7
0.9,2902 E 13th St,7
0.4,2006 Pennsylvania Ave # B,10
1.5,98 San Jacinto Blvd # 804,9
0.9,222 West Ave # 2101,9
1.8,603 Davis St APT 1510,9
0.9,222 West Ave # 2109,9
0.9,222 West Ave # 2504,9
1.4,200 Congress Ave UNIT 12E,9
1.0,360 Nueces St APT 3904,9
1.9,54 Rainey St APT 1121,9
1.0,360 Nueces St APT 3904,9
1.8,70 Rainey St # 1607,9
1.8,603 Davis St APT 1510,9
0.9,222 West Ave # 2109,9
1.8,70 Rainey St # 1502,9
0.9,222 West Ave # 2109,9
1.2,210 Lavaca St APT 3109,9
1.0,505 W 7th St APT 315,9
0.8,501 West Ave # 1904,9
1.9,54 Rainey St APT 701,9
0.8,501 West Ave # 1201,9
1.9,54 Rainey St APT 701,9
1.6,555 E 5th St APT 827,9
1.0,360 Nueces St APT 3904,9
2.0,40 N I H 35 APT TH2,9
1.8,603 Davis St APT 1510,9
1.6,555 E 5th St APT 827,9
1.6,555 E 5th St APT 2706,9
1.4,200 Congress Ave # 44J,9
1.6,555 E 5th St APT 2706,9
1.5,1808 Rio Grande St APT 1,9
1.4,200 Congress Ave UNIT 21A,9
1.5,410 E 5th St APT 207,9
1.2,210 Lavaca St APT 3109,9
1.5,201 E 4th St APT 201,9
0.9,222 West Ave # 2109,9
1.0,360 Nueces St APT 3904,9
1.0,360 Nueces St APT 3904,9
1.9,54 Rainey St APT 701,9
1.8,603 Davis St APT 1510,9
1.2,210 Lavaca St APT 3109,9
1.2,210 Lavaca St APT 3109,9
1.6,555 E 5th St APT 2706,9
1.0,202 Nueces St # 2506,9
1.4,200 Congress Ave # 44J,9
1.2,1122 Colorado St APT 1001,9
0.9,222 West Ave # 2109,9
1.2,1122 Colorado St APT 1001,9
1.8,603 Davis St APT 1510,9
1.0,202 Nueces St # 2506,9
1.0,360 Nueces St APT 3904,9
1.4,200 Congress Ave UNIT 21A,9
1.6,555 E 5th St APT 2706,9
0.9,222 West Ave # 2101,9
1.2,200 Congress Ave UNIT 13F,5
1.0,202 Nueces St # 2505,9
1.2,210 Lavaca St APT 3108,9
1.8,603 Davis St APT 1510,9
1.5,98 San Jacinto Blvd # 702,9
0.9,222 West Ave # 2101,9
1.4,200 Congress Ave UNIT 21A,9
0.8,1306 West Ave # 1A,9
0.8,1306 West Ave # 1A,9
0.8,1306 West Ave,9
1.5,98 San Jacinto Blvd # 804,9
1.8,603 Davis St APT 1510,9
1.5,98 San Jacinto Blvd # 804,9
0.9,222 West Ave # 2101,9
1.5,98 San Jacinto Blvd # 1203,9
1.6,555 E 5th St APT 2706,9
1.7,507 Sabine St APT 909,9
0.9,222 West Ave # 2109,9
0.9,222 West Ave # 2109,9
0.8,1306 West Ave # 1A,9
1.8,603 Davis St APT 1510,9
0.9,222 West Ave # 2109,9
1.0,360 Nueces St APT 1606,9
0.8,501 West Ave # 1904,9
0.9,222 West Ave # 2504,9
1.2,210 Lavaca St APT 3212,9
1.8,603 Davis St APT 1510,9
0.9,222 West Ave # 2504,9
1.9,54 Rainey St APT 701,9
0.9,(Undisclosed Address),9
1.2,210 Lavaca St APT 3109,9
1.8,609 Davis St,9
1.2,200 Congress Ave UNIT 13F,5
0.8,501 West Ave # 1904,9
1.0,360 Nueces St APT 2707,9
1.6,98 San Jacinto Blvd # 2306,9
1.6,712 W 16th St,9
1.8,603 Davis St APT 905,9
1.2,710 Colorado St APT 3B,9
1.2,710 Colorado St APT 3B,9
1.8,603 Davis St APT 802,9
1.5,98 San Jacinto Blvd # 804,9
1.3,2082 Kennedy Dr,9
1.9,54 Rainey St APT 309,9
1.4,411 Brazos St APT 225,9
1.0,360 Nueces St APT 3001,9
